α [°],L [mm],H [mm],b [mm],Ls [mm],d [mm],P [ ],2π/n [rad],γ [N/mm3],Pmax [N],δ(Pmax) [mm],γAH' [N],Nγ [ ],Vroot [mm3],F/Nroot [ ],P0 [N],DR [ ],d50 [mm],φ [°]
30,75.0,135.0,37.5,70.04809499999999,7.5,1.5,1.0471975511965976,1.6227528090000002e-05,45.069626642284994,2.288171700000001,8.126131928259868,5.5462582985575795,21380.216071946365,195.34854367213168,9.086513367224999,0.8,0.12,39.33
60,43.30127,135.0,37.5,113.34936,7.5,1.5,2.0943951023931957,1.6227528090000002e-05,41.34557778274,2.8469310599999944,9.16090271417633,4.513264584587113,10516.405805578399,364.33428073538556,10.09573827402,0.8,0.12,39.33
60,43.30127,135.0,37.5,113.34936,7.5,1.5,1.0471975511965976,1.6227528090000002e-05,52.000858008470004,1.5513354800000003,9.16090271417633,5.676390158362845,15564.809523687549,309.6028904856462,14.704454836715,0.8,0.12,39.33
30,87.5,157.5,43.75,81.72277700000001,8.75,1.75,2.0943951023931957,1.6227528090000002e-05,52.030284823125,6.94925458,12.903996534227481,4.032106230431491,20065.69737049568,240.2925204595072,10.531208451260001,0.8,0.12,39.33
30,87.5,157.5,43.75,81.72277700000001,8.75,1.75,1.0471975511965976,1.6227528090000002e-05,66.92157595564,5.244002719999999,12.903996534227476,5.186112362796475,33950.99126239631,182.66359820562406,14.588719695410001,0.8,0.12,39.33
60,50.518149,157.5,43.75,132.24093,8.75,1.75,2.0943951023931957,1.6227528090000002e-05,63.1022035161,2.884868499999997,14.547174217418895,4.337763649007581,16699.66302296726,350.16692683471166,14.920036973394,0.8,0.12,39.33
60,50.518149,157.5,43.75,132.24093,8.75,1.75,1.0471975511965976,1.6227528090000002e-05,80.171990951535,1.6066363600000002,14.547174217418895,5.511172806024172,24716.341269673198,300.59156750812923,21.283577453985,0.8,0.12,39.33
30,100.0,180.0,50.0,93.39746,10.0,2.0,1.0471975511965976,1.6227528090000002e-05,94.66395039272498,5.205498860000005,19.261942348467837,4.914558910008103,50679.03068905805,173.099028963484,21.632566707535,0.8,0.12,39.33
60,57.735027,180.0,50.0,151.13249,10.0,2.0,2.0943951023931957,1.6227528090000002e-05,91.2480147082,4.213961599999996,21.71473235952908,4.202124769369198,24927.77678978383,339.2174495191553,15.646989620185002,0.8,0.12,39.33
60,57.735027,180.0,50.0,151.13249,10.0,2.0,1.0471975511965976,1.6227528090000002e-05,111.39337450395,1.933905200000001,21.71473235952908,5.129852519460928,36894.36345939719,279.7935161753963,85.96256966828999,0.8,0.12,39.33
30,50.0,90.0,25.0,46.69872981077806,5.0,1.0,2.0943951023931957,1.533716814e-05,7.110014303047688,1.4675357999999992,2.2756365515359103,3.1244067943314064,3744.036827147881,175.98217055049858,1.2761375825403,0.5,0.12,30.8
30,50.0,120.0,25.0,76.69872981077806,5.0,1.0,2.0943951023931957,1.533716814e-05,11.66590876131714,3.4734474600000023,3.179070328201449,3.669597573173885,4333.085449695966,249.49372629246724,2.9638776074380155,0.5,0.12,30.8
30,50.0,90.0,25.0,46.69872981077806,5.0,1.0,1.0471975511965976,1.533716814e-05,8.748970178652105,0.6529400199999991,2.2756365515359103,3.844625440186003,6334.878836132256,127.98436879697715,2.1346209100185054,0.5,0.12,30.8
30,50.0,120.0,25.0,76.69872981077806,5.0,1.0,1.0471975511965976,1.533716814e-05,15.363319447285695,1.8160415800000027,3.1790703282014485,4.832645352635988,6923.927458680342,205.62260609396682,4.339428168262558,0.5,0.12,30.8
30,50.0,90.0,25.0,46.69872981077806,5.0,1.0,0.0,1.533716814e-05,11.66590876131714,0.3584117800000008,2.2756365515359103,5.126437591030691,20595.51473189553,52.49092577978117,5.4125326612273295,0.5,0.12,30.8
45,35.3553,90.0,25.0,65.0,5.0,1.0,2.0943951023931957,1.533716814e-05,7.900229357741924,0.9772878599999972,2.459347503145079,3.2123273948227724,3275.3384930563802,223.52279432240692,2.027310549686568,0.5,0.12,30.8
45,35.3553,120.0,25.0,95.0,5.0,1.0,2.0943951023931957,1.533716814e-05,12.953633530123104,1.7557394399999986,3.3627812798106187,3.852059486560664,3864.3871156044665,310.6342140464768,2.9150934581447117,0.5,0.12,30.8
45,35.3553,90.0,25.0,65.0,5.0,1.0,1.0471975511965976,1.533716814e-05,9.870858376087488,0.5141213999999988,2.459347503145079,4.013608635406087,5107.338145807912,179.10124953121962,3.5199144222337626,0.5,0.12,30.8
45,35.3553,120.0,25.0,95.0,5.0,1.0,1.0471975511965976,1.533716814e-05,17.93884149099618,1.1507393799999994,3.3627812798106187,5.334525203496566,5696.386768355997,291.83221464151586,4.95399163891963,0.5,0.12,30.8
45,35.3553,90.0,25.0,65.0,5.0,1.0,0.0,1.533716814e-05,11.100057378677503,0.2569667200000009,2.459347503145079,4.513415596812755,15206.531093064585,67.64463798912134,5.753948310536512,0.5,0.12,30.8
60,28.8675,90.0,25.0,75.56624327025935,5.0,1.0,2.0943951023931957,1.533716814e-05,8.739227672084079,0.8386597400000012,2.565413070509715,3.406557708988247,3115.971436043278,259.9069502289867,2.5834198705808697,0.5,0.12,30.8
60,28.8675,90.0,25.0,75.56624327025935,5.0,1.0,1.0471975511965976,1.533716814e-05,10.036695392280755,0.6550177399999995,2.565413070509715,3.9123116303007657,4611.793974529307,201.6782915379668,4.007754580698716,0.5,0.12,30.8
60,28.8675,90.0,25.0,75.56624327025935,5.0,1.0,0.0,1.533716814e-05,11.529370881281128,0.27933141999999683,2.5654130705097145,4.494157690944636,12895.55027804501,82.85219876120313,5.988126105612304,0.5,0.12,30.8
90,25.0,90.0,25.0,90.0,5.0,1.0,2.0943951023931957,1.533716814e-05,7.861187715016644,2.147557300000001,2.710301329996618,2.9004847645580627,3180.700573388465,229.03596663916596,2.524893214719544,0.5,0.12,30.8
90,25.0,90.0,25.0,90.0,5.0,1.0,1.0471975511965976,1.533716814e-05,10.592804268352369,1.6211677000000022,2.710301329996618,3.908349286153208,4476.121577880652,219.3044180438723,4.329685661694532,0.5,0.12,30.8
90,50.0,60.0,50.0,60.0,5.0,1.0,0.0,1.533716814e-05,15.198136307690001,0.1988337400000001,2.1028293246606875,7.227470213324312,40448.00541496859,34.82022172958977,10.892366253773668,0.5,0.12,30.8
90,25.0,90.0,25.0,90.0,5.0,1.0,0.0,1.533716814e-05,12.153676858506227,0.31038037999999857,2.710301329996618,4.484252995780877,11584.622910112363,97.22189703084491,6.544162920408052,0.5,0.12,30.8
90,25.0,90.0,25.0,90.0,5.0,1.0,0.0,1.533716814e-05,13.187881911505,0.2142185199999984,4.865836047655061,2.710301329996618,11584.622910112363,105.49489773194998,4.9507842826749995,0.5,0.12,30.8
90,50.0,90.0,50.0,90.0,5.0,1.0,0.0,1.533716814e-05,30.124631352374998,0.2778226600000014,2.778716061842152,10.841205319986472,41037.05403751668,68.02739995257885,16.834048377514243,0.5,0.12,30.8
90,12.5,120.0,12.5,120.0,5.0,1.0,0.0,1.533716814e-05,14.965006739900003,1.9031432599999971,16.564586277849788,0.9034337766655391,4810.5637508093705,288.28314401788214,1.651705433421668,0.5,0.12,30.8
90,25.0,120.0,25.0,120.0,5.0,1.0,0.0,1.533716814e-05,22.573030326525,0.3251022200000045,6.246454059377551,3.6137351066621566,12173.67153266045,171.83300812946098,6.534560219005003,0.5,0.12,30.8
90,37.5,150.0,37.5,150.0,5.0,1.0,0.0,1.533716814e-05,52.199373043754996,0.9541687800000008,5.1358986019777255,10.163629987487315,25034.566458293662,193.2250905375149,18.209852320412942,0.5,0.12,30.8
30,50.0,90.0,25.0,46.69873,5.0,1.0,2.0943951023931957,1.534730914e-05,5.702605711267501,1.028529819999996,2.277141211982902,2.5042828618879343,3744.036827147881,141.14696371740808,1.0075668964795006,0.8,0.1,27.34
30,50.0,90.0,25.0,46.69873,5.0,1.0,1.0471975511965976,1.534730914e-05,7.934872992134268,0.6818198200000032,2.277141211982902,3.4845766043752264,6334.878836132256,116.07534265695068,2.10802571602,0.8,0.1,27.34
45,35.355339,90.0,25.0,65.0,5.0,1.0,2.0943951023931957,1.534730914e-05,6.3970065563145,0.7583500199999957,2.4609736340449784,2.599380370361816,3275.3402488696497,180.99170916477212,1.0311100153340005,0.8,0.1,27.34
45,35.355339,90.0,25.0,65.0,5.0,1.0,1.0471975511965976,1.534730914e-05,9.017665388634,0.4948707399999994,2.4609736340449784,3.664267371207922,5107.342198910808,163.62040622264905,2.5425167973240006,0.8,0.1,27.34
60,28.867513,90.0,25.0,75.566243,5.0,1.0,2.0943951023931957,1.534730914e-05,7.194380129129901,0.6158534799999971,2.567109332408298,2.8025219020884444,3115.972074179287,213.96273050339852,1.3694771959365002,0.8,0.1,27.34
60,28.867513,90.0,25.0,75.566243,5.0,1.0,1.0471975511965976,1.534730914e-05,10.002382300281,0.4502353200000003,2.567109332408298,3.896360070841784,4611.795378428525,200.9887398891002,3.849900737123,0.8,0.1,27.34
75,25.881905,90.0,25.0,83.30127,5.0,1.0,2.0943951023931957,1.534730914e-05,8.383098190658101,0.5822568999999967,2.6448060561070537,3.1696457179916475,3099.036158305483,250.67799768380627,2.6837461885675005,0.8,0.1,27.34
75,25.881905,90.0,25.0,83.30127,5.0,1.0,1.0471975511965976,1.534730914e-05,11.2862303781465,0.3940860799999959,2.6448060561070537,4.267318714007689,4440.154696707681,235.55325887841755,3.6380493443035,0.8,0.1,27.34
90,50.0,60.0,50.0,60.0,5.0,1.0,0.0,1.534730914e-05,14.507070508175001,0.1390065799999971,2.0058864696057555,7.232249046989322,40448.00541496859,33.23693126017392,9.464497581532367,0.8,0.1,27.34
90,25.0,90.0,25.0,90.0,5.0,1.0,0.0,1.534730914e-05,11.12583075135,0.19742149999999895,4.102303697070652,2.712093392620996,11584.622910112363,88.9997639630599,5.106443276795001,0.8,0.1,27.34
90,50.0,90.0,50.0,90.0,5.0,1.0,0.0,1.534730914e-05,27.10879521987,0.18203925999999654,2.4988810574911438,10.848373570483988,41037.05403751668,61.217043059657705,15.555964294885001,0.8,0.1,27.34
90,12.5,120.0,12.5,120.0,5.0,1.0,0.0,1.534730914e-05,12.158245443399998,1.8341619399999964,13.448923414451606,0.9040311308736654,4810.5637508093705,234.21420939419247,0.9866982773873088,0.8,0.1,27.34
90,25.0,120.0,25.0,120.0,5.0,1.0,0.0,1.534730914e-05,19.678395562035004,0.3228390799999973,5.4418467710889535,3.6161245234946615,12173.67153266045,149.79813767460868,6.3900952412738015,0.8,0.1,27.34
90,37.5,150.0,37.5,150.0,5.0,1.0,0.0,1.534730914e-05,44.422068045495,0.6310477599999968,4.3678012137642535,10.170350222328738,25034.566458293662,164.43603858535843,14.277479135129326,0.8,0.1,27.34
30,50.0,90.0,25.0,46.69873,5.0,1.0,2.0943951023931957,1.513421783e-05,5.1808277957765005,1.08637832,2.245524007983816,2.307179873097059,3744.036827147881,128.23227660151005,0.8045453132534996,0.55,0.1,26.6
30,50.0,90.0,25.0,46.69873,5.0,1.0,1.0471975511965976,1.513421783e-05,7.030587322980199,0.6010376599999983,2.245524007983816,3.1309339370157696,6334.878836132256,102.84699369523706,1.8736109867474997,0.55,0.1,26.6
45,35.355339,90.0,25.0,65.0,5.0,1.0,2.0943951023931957,1.513421783e-05,6.2243842151575,0.6651142400000007,2.4268039896616957,2.5648483526785366,3275.3402488696497,176.10767281261468,1.238049747501,0.55,0.1,26.6
45,35.355339,90.0,25.0,65.0,5.0,1.0,1.0471975511965976,1.513421783e-05,8.525307030877,0.4987417000000035,2.4268039896616957,3.512977177883022,5107.342198910808,154.68684403871,1.8196757846785003,0.55,0.1,26.6
60,28.867513,90.0,25.0,75.566243,5.0,1.0,2.0943951023931957,1.513421783e-05,6.404842363863999,0.5546064599999997,2.5314660358821093,2.5300921573029047,3115.972074179287,190.48167264160404,1.4695191475124991,0.55,0.1,26.6
60,28.867513,90.0,25.0,75.566243,5.0,1.0,1.0471975511965976,1.513421783e-05,8.993143075776997,0.3750259199999949,2.5314660358821093,3.552543446486837,4611.795378428525,180.70899913433888,3.0554584308324992,0.55,0.1,26.6
75,25.881905,90.0,25.0,83.30127,5.0,1.0,2.0943951023931957,1.513421783e-05,7.553344971839449,0.5328081800000017,2.6080839713395747,2.8961279831645412,3099.036158305483,225.86606410810947,2.1364661778179994,0.55,0.1,26.6
75,25.881905,90.0,25.0,83.30127,5.0,1.0,1.0471975511965976,1.513421783e-05,9.639485549900499,0.3610559199999993,2.6080839713395747,3.696002757514524,4440.154696707681,201.1842890950603,3.587045644118999,0.55,0.1,26.6
90,50.0,60.0,50.0,60.0,5.0,1.0,0.0,1.513421783e-05,13.370124772445,0.14268704000000282,1.874711087323301,7.131832132883348,40448.00541496859,30.63209196862217,9.038056094468333,0.55,0.1,26.6
90,25.0,90.0,25.0,90.0,5.0,1.0,0.0,1.513421783e-05,10.2858421456,0.1865680800000013,3.845984016056384,2.674437049831256,11584.622910112363,82.28037470447906,3.2612028117516667,0.55,0.1,26.6
90,50.0,90.0,50.0,90.0,5.0,1.0,0.0,1.513421783e-05,25.342783287255003,0.2308275800000008,2.368982968663817,10.697748199325025,41037.05403751668,57.229037408874646,14.040888916885978,0.55,0.1,26.6
90,12.5,120.0,12.5,120.0,5.0,1.0,0.0,1.513421783e-05,11.038874205135002,1.4993391400000011,12.382651750017637,0.8914790166104186,4810.5637508093705,212.65084724549092,0.9970258019443764,0.55,0.1,26.6
90,25.0,120.0,25.0,120.0,5.0,1.0,0.0,1.513421783e-05,17.90312419049,0.30348936000000204,5.0206241136671,3.5659160664416745,12173.67153266045,136.28421350908653,6.162800577931668,0.55,0.1,26.6
90,37.5,150.0,37.5,150.0,5.0,1.0,0.0,1.513421783e-05,43.31471976013,0.4965699999999989,4.3188871978734555,10.029138936867211,25034.566458293662,160.33699562335082,13.924232750427224,0.55,0.1,26.6
30,50.0,90.0,25.0,46.69873,5.0,1.0,2.0943951023931957,1.6750322160000002e-05,8.752849122536396,2.9437533200000026,2.4853118261046814,3.5218313575786,3744.036827147881,216.6444850082394,0.941854496159499,0.8,0.72,34.05
30,50.0,90.0,25.0,46.69873,5.0,1.0,1.0471975511965976,1.6750322160000002e-05,12.864312475419998,1.6966615799999991,2.4853118261046814,5.176136185527553,6334.878836132256,188.18568112062783,2.1825584134829987,0.8,0.72,34.05
45,35.355339,90.0,25.0,65.0,5.0,1.0,2.0943951023931957,1.6750322160000002e-05,10.981392526160002,1.3750543999999991,2.6859497532424967,4.088457914338564,3275.3402488696497,310.69860329548163,1.0195258119549986,0.8,0.72,34.05
45,35.355339,90.0,25.0,65.0,5.0,1.0,1.0471975511965976,1.6750322160000002e-05,12.70855345347,1.3208863600000007,2.6859497532424967,4.7314933714333804,5107.342198910808,230.5894695516082,1.6128987448349985,0.8,0.72,34.05
60,28.867513,90.0,25.0,75.566243,5.0,1.0,2.0943951023931957,1.6750322160000002e-05,12.186581856641498,1.3203224800000042,2.801788114485164,4.349572972216286,3115.972074179287,362.4321043299588,1.1801800193854992,0.8,0.72,34.05
60,28.867513,90.0,25.0,75.566243,5.0,1.0,1.0471975511965976,1.6750322160000002e-05,14.478869524769998,1.1391290399999996,2.801788114485164,5.167724657662248,4611.795378428525,290.9396635160069,2.9703067985499985,0.8,0.72,34.05
75,25.881905,90.0,25.0,83.30127,5.0,1.0,2.0943951023931957,1.6750322160000002e-05,12.760537524455,1.5274620200000035,2.886587680380313,4.420630494332941,3099.036158305483,381.57563268960564,2.518163354979998,0.8,0.72,34.05
75,25.881905,90.0,25.0,83.30127,5.0,1.0,1.0471975511965976,1.6750322160000002e-05,16.62875394565,1.4062887800000017,2.886587680380313,5.760695945137247,4440.154696707681,347.0562846714166,4.849493356155,0.8,0.72,34.05
90,50.0,60.0,50.0,60.0,5.0,1.0,0.0,1.6750322160000002e-05,19.436020284625002,0.3465220400000015,2.4623118073269867,7.893403356467746,40448.00541496859,44.52957403132478,10.992986863077332,0.8,0.72,34.05
90,25.0,90.0,25.0,90.0,5.0,1.0,0.0,1.6750322160000002e-05,16.750453491485,0.4027678000000002,5.658886789396503,2.9600262586754047,11584.622910112363,133.9932666902637,4.0367406820290785,0.8,0.72,34.05
90,50.0,90.0,50.0,90.0,5.0,1.0,0.0,1.6750322160000002e-05,36.44491234621999,0.4550460800000005,3.078090290534187,11.840105034701619,41037.05403751668,82.29984956206027,18.04070336448,0.8,0.72,34.05
90,12.5,120.0,12.5,120.0,5.0,1.0,0.0,1.6750322160000002e-05,19.76258074896,1.6984598999999998,20.029464966101663,0.9866754195584684,4810.5637508093705,380.7027294566745,0.9089920088472234,0.8,0.72,34.05
90,25.0,120.0,25.0,120.0,5.0,1.0,0.0,1.6750322160000002e-05,29.22451131082,0.6328410000000004,7.404793595622816,3.946701678233873,12173.67153266045,222.46617388143687,6.575757138434168,0.8,0.72,34.05
90,37.5,150.0,37.5,150.0,5.0,1.0,0.0,1.6750322160000002e-05,65.57171019644,0.8843340200000033,5.907308874192935,11.100098470032771,25034.566458293662,242.7251306023612,18.47655778728125,0.8,0.72,34.05
30,62.5,112.5,31.25,58.373412,6.25,1.25,2.0943951023931957,1.6750322160000002e-05,17.071087797225,2.1156650600000035,4.854124660360705,3.5168210525430683,7312.571928023205,216.33627747529744,2.6133006086249995,0.8,0.72,34.05
30,62.5,112.5,31.25,58.373412,6.25,1.25,1.0471975511965976,1.6750322160000002e-05,20.180180267904998,1.6971365599999997,4.854124660360705,4.157326331706824,12372.810226820813,151.14542186127443,2.028750718749999,0.8,0.72,34.05
60,36.084392,112.5,31.25,94.45780400000001,6.25,1.25,2.0943951023931957,1.6750322160000002e-05,18.37651276062,1.2986156400000033,5.472242411103835,3.3581320745827803,6085.8830149056985,279.8193916228802,2.560337833969999,0.8,0.72,34.05
60,36.084392,112.5,31.25,94.45780400000001,6.25,1.25,1.0471975511965976,1.6750322160000002e-05,22.81360804499,1.4333753400000024,5.472242411103835,4.168968830528862,9007.412975046624,234.7103323167528,5.311445411054998,0.8,0.72,34.05
30,75.0,135.0,37.5,70.04809499999999,7.5,1.5,2.0943951023931957,1.6750322160000002e-05,24.158261569715,2.921198119999997,8.387927413103299,2.8801228694439933,12636.124291624099,177.16996427680905,1.7796294468049991,0.8,0.72,34.05
30,75.0,135.0,37.5,70.04809499999999,7.5,1.5,1.0471975511965976,1.6750322160000002e-05,31.058099887920005,2.209749199999998,8.387927413103299,3.702714432101813,21380.216071946365,134.61736948662613,6.040192282529999,0.8,0.72,34.05
60,43.30127,135.0,37.5,113.34936,7.5,1.5,2.0943951023931957,1.6750322160000002e-05,33.03536177151,1.6461765399999966,9.456034886387428,3.4935744388027303,10516.405805578399,291.10525031484326,5.9117026122350005,0.8,0.72,34.05
60,43.30127,135.0,37.5,113.34936,7.5,1.5,1.0471975511965976,1.6750322160000002e-05,42.361496708824994,1.4596109999999969,9.456034886387428,4.479837185225184,15564.809523687549,252.21202742874297,13.863728378619001,0.8,0.72,34.05
60,43.30127,135.0,37.5,113.34936,7.5,1.5,1.0471975511965976,1.6750322160000002e-05,42.290900596805,1.5144369000000013,9.456034886387428,4.472371464881699,15564.809523687549,251.79171204981446,14.259988627163999,0.8,0.72,34.05
30,87.5,157.5,43.75,81.72277700000001,8.75,1.75,2.0943951023931957,1.6750322160000002e-05,37.932258512435006,3.8125145999999988,13.319718068029776,2.8478274328854365,20065.69737049568,175.18331940061742,6.709871935858,0.8,0.72,34.05
30,87.5,157.5,43.75,81.72277700000001,8.75,1.75,1.0471975511965976,1.6750322160000002e-05,50.766841147715006,2.743314300000001,13.319718068029776,3.811405082932384,33950.99126239631,138.56897033808465,16.836507923966494,0.8,0.72,34.05
60,50.518149,157.5,43.75,132.24093,8.75,1.75,2.0943951023931957,1.6750322160000002e-05,49.088719354394996,2.404711979999999,15.015833176068922,3.2691305756265865,16699.66302296726,272.4032607545066,12.8956911076245,0.8,0.72,34.05
60,50.518149,157.5,43.75,132.24093,8.75,1.75,1.0471975511965976,1.6750322160000002e-05,47.360740552475,1.6759046999999998,15.015833176068925,3.1540534579163344,24716.341269673198,177.57123244725548,4.8082985615,0.8,0.72,34.05
30,100.0,180.0,50.0,93.39746,10.0,2.0,2.0943951023931957,1.6750322160000002e-05,51.879055492810004,3.839032200000001,19.88249460883745,2.6092830157112483,29952.294617183048,160.50932534377978,13.237990656810501,0.8,0.72,34.05
30,100.0,180.0,50.0,93.39746,10.0,2.0,1.0471975511965976,1.6750322160000002e-05,61.590003376125004,2.3469625400000025,19.88249460883745,3.0976999912651424,50679.03068905805,112.6212220600954,5.760664511594999,0.8,0.72,34.05
60,57.735027,180.0,50.0,151.13249,10.0,2.0,2.0943951023931957,1.6750322160000002e-05,54.62917554023999,1.204056519999997,22.41430491588131,2.437246024146541,24927.77678978383,203.08572910166703,15.073036600167,0.8,0.72,34.05
60,57.735027,180.0,50.0,151.13249,10.0,2.0,1.0471975511965976,1.6750322160000002e-05,67.66697353814999,1.4768779199999995,22.41430491588131,3.0189191140255085,36894.36345939719,169.96325445293994,7.275982185605001,0.8,0.72,34.05
